,Average Eff PSF,Average Eff. Rental,Average Face PSF,Average Face Rental,Average Govt Rates PSF/ Mth,Average Govt Rent PSF/ Mth,Average Govt. Rates/ Mth,Average Govt. Rent/ Mth,Average MFA,Average Net PSF,Average Net Rental,Count,Label,Trade Name,Unit
147,45.02833333,70829.56833,45.29,71241.17,2.031666667,1.103333333,3193.415,1738.271667,1573,46.09833333,72512.67833,2,1,Beauty EssXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 39
148,49.55875,18832.325,49.335,18747.3,1.9625,1.28375,745.92625,488.64125,380,49.82125,18932.075,4,1,Beauty EssXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 52
149,81.485,47098.33,82.4475,47654.655,3.8675,2.32,2234.5675,1340.74,578,84.925,49086.65,1,0,Beauty EssXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70A
150,45.02833333,70829.56833,45.29,71241.17,2.031666667,1.103333333,3193.415,1738.271667,1573,46.09833333,72512.67833,3,1,Wai Yuen TXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 39
151,56.86375,22631.7725,56.97,22674.06,2.555,1.455,1016.9775,578.70625,398,57.5375,22899.925,3,1,Mindful SeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 40
152,56.86375,22631.7725,56.97,22674.06,2.555,1.455,1016.9775,578.70625,398,57.5375,22899.925,2,1,Royal FashXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 40
153,56.86375,22631.7725,56.97,22674.06,2.555,1.455,1016.9775,578.70625,398,57.5375,22899.925,3,1,MekaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 40
154,67.33666667,58515.56333,66.98222222,58207.55111,2.906666667,1.744444444,2524.006667,1514.403333,869,68.06333333,59147.03667,2,1,MekaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02C
155,57.25571429,59488.68714,57.93571429,60195.20714,2.764285714,1.322857143,2874.78,1373.544286,1039,58.03142857,60294.65429,2,1,Wing On TrXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 41
156,57.25571429,59488.68714,57.93571429,60195.20714,2.764285714,1.322857143,2874.78,1373.544286,1039,58.03142857,60294.65429,2,1,OgawaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 41
157,66.02142857,51166.60714,66.32428571,51401.32143,2.738571429,1.564285714,2121.691429,1211.64,775,67.61285714,52399.96429,2,1,OgawaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02D
158,57.25571429,59488.68714,57.93571429,60195.20714,2.764285714,1.322857143,2874.78,1373.544286,1039,58.03142857,60294.65429,2,1,OTO BodycaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 41
159,57.25571429,59488.68714,57.93571429,60195.20714,2.764285714,1.322857143,2874.78,1373.544286,1039,58.03142857,60294.65429,1,0,HecomXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 41
160,39.55833333,120138.6583,39.57833333,120199.3983,1.801666667,0.4916666667,5475.061667,1491.72,3037,39.705,120584.085,6,1,ManningsXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 42-43
161,39.26888889,32357.56444,38.96777778,32109.44889,1.722222222,0.9922222222,1417.998889,816.3844444,824,39.39444444,32461.02222,1,0,Wiseville XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 45
162,39.26888889,32357.56444,38.96777778,32109.44889,1.722222222,0.9922222222,1417.998889,816.3844444,824,39.39444444,32461.02222,5,1,Wine & GlaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 45
163,39.26888889,32357.56444,38.96777778,32109.44889,1.722222222,0.9922222222,1417.998889,816.3844444,824,39.39444444,32461.02222,3,1,p.e.nXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 45
164,75.15142857,70567.19143,74.90857143,70339.14857,2.777142857,1.301428571,2606.701429,1220.457143,939,76.18571429,71538.38571,1,0,p.e.nXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 16
165,27.84,150837.12,28.01928571,151808.49,1.245,0.6857142857,6733.825,3725.620714,5418,28.08,152137.44,2,1,Snow GardeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 46
166,31.915,951513.81,31.915,951513.81,1.57,0.9375,46772.2625,28063.375,29814,31.915,951513.81,4,1,Asian ViewXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 46 & 48A
167,28.814375,21149.75125,28.93625,21239.2075,38.854375,23.283125,28517.82625,17090.98,734,28.9575,21254.805,1,0,TRACERY CUXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 47
168,24.67714286,806720.4771,24.82357143,811507.3736,1.012857143,0.5914285714,33099.755,19385.81429,32691,24.86785714,812955.1179,1,0,Super Fun XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 48
169,24.67714286,806720.4771,24.82357143,811507.3736,1.012857143,0.5914285714,33099.755,19385.81429,32691,24.86785714,812955.1179,1,0,OLYMPIAN CXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F 48
170,9.54,604415.055,8.91,564421.845,0.435,0.245,27506.17,15516.045,63489.5,9.79,620244.305,1,0,Broadway CXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1/F CINEMA
171,61.55,21234.75,75.6,26082,1.03,0.62,353.91,212.35,345,61.55,21234.75,1,0,Broadway CXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 68
172,26,22204,23.68,20222.72,14.8,8.88,12641.975,7585.185,854,26.605,22720.67,2,1,StradivariXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Additional Area outside Shops G56-58
173,48.14833333,56526.14333,47.14833333,55352.14333,5.135,2.975,6028.805,3492.18,1174,48.47666667,56911.60667,2,1,StradivariXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 56
174,39.975,112369.725,38.755,108940.305,3.025,1.8175,8506.1725,5103.7025,2811,40.4725,113768.1975,2,1,StradivariXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 57-58
175,23.43333333,35993.6,22.35666667,34339.84,6.31,3.79,9695.47,5817.283333,1536,24.47,37585.92,2,1,BershkaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Additional Area outside Shops G59-60
176,37.31,147113.33,37.07818182,146199.2709,2.095454545,1.218181818,8270.429091,4798.42,3943,37.59272727,148228.1236,2,1,BershkaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 59-60
177,23.43333333,35993.6,22.35666667,34339.84,6.31,3.79,9695.47,5817.283333,1536,24.47,37585.92,1,0,FrancfrancXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Additional Area outside Shops G59-60
178,37.31,147113.33,37.07818182,146199.2709,2.095454545,1.218181818,8270.429091,4798.42,3943,37.59272727,148228.1236,1,0,FrancfrancXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 59-60
179,72.85,37882,72.755,37832.6,38.37,7.675,19950.62,3990.125,520,73.995,38477.4,2,1,HSBCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,"Area outside Shops UG8C, 9A-B & 10A"
180,62.394,78344.85,62.33,78605.122,7.57,2.062,10005.6,2358.914,1323.8,63.652,79832.756,2,1,HSBCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08B
181,65.7575,108155.445,64.84,107140.3,7.385,2.65,12000.825,3210.3725,1812.5,67.2025,110334.115,2,1,HSBCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08C
182,61.34,97898.64,62.24,99335.04,9.02,1.803333333,14396.67667,2879.336667,1596,62.65666667,100000.04,2,1,HSBCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 09A
183,51.3775,116822.35,51.7625,117754.805,5.375,0.975,12095.68,2179.63,2311,52.15,118574.445,2,1,HSBCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 09B & 10A
184,102.19,1935478.6,93.61,1772973.4,4.68,2.81,88647.57,53188.48,18940,106.11,2009723.4,1,0,Market PlaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 01&G 10 Market Portion
185,102.19,2269537.71,93.61,2078984.49,4.68,2.81,103945.02,62367.08,22209,106.11,2356596.99,1,0,Market PlaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 01&G 10 Retail Portion
186,0.04,104.88,0.04,104.88,0,0,0,0,2622,0.04,104.88,1,0,Market PlaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Portion of Shop Nos. G01 & G10
187,32.25,970305.75,33.8675,1018971.473,1.87,0.395,56233.545,11923.26,30087,32.25,970305.75,1,0,Park' N ShXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 01-10
188,4.2575,4862.065,10.7825,12313.615,0.02,0.0125,21.4475,15.44,1142,4.41,5036.22,1,0,Park' N ShXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 01-10 (LICENCE)
189,32.6975,707214.2275,31.565,682719.385,0.2025,0.04,4405.81,878.5825,21629,32.8875,711323.7375,1,0,Park' N ShXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 01-10 (MARKET)
190,32.25,970305.75,33.8675,1018971.473,1.87,0.395,56233.545,11923.26,30087,32.25,970305.75,3,1,TasteXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 01-10
191,4.2575,4862.065,10.7825,12313.615,0.02,0.0125,21.4475,15.44,1142,4.41,5036.22,3,1,TasteXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 01-10 (LICENCE)
192,32.6975,707214.2275,31.565,682719.385,0.2025,0.04,4405.81,878.5825,21629,32.8875,711323.7375,3,1,TasteXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 01-10 (MARKET)
193,68.82,36887.52,68.18,36544.48,3.41,2.05,1827.16,1096.3,536,70.14,37595.04,1,0,blessXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 03
194,51.24,23262.96,50.03,22713.62,2.5,1.5,1135.8,681.48,454,52.21,23703.34,1,0,Luna CakeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 05
195,66.34,29720.32,67.65,30307.2,5.54,3.32,2480,1488.07,448,67.65,30307.2,1,0,Paul LafayXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 06
196,65.86,28451.52,64.57,27894.24,3.23,1.94,1394.9,836.87,432,67.65,29224.8,1,0,A Nice GifXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 07
197,62.16,35431.2,61.51,35060.7,3.08,1.85,1753.09,1051.85,570,63.36,36115.2,1,0,ChateraiseXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 08
198,69.51,41706,61.56,36936,3.08,1.85,1846.91,1108.15,600,70.8,42480,1,0,Say CheeseXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 09
199,24.58,76050.52,26.90333333,83238.91333,3.756666667,0.7933333333,11621.4,2449.383333,3094,25.41333333,78628.85333,1,0,H&MXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 11
200,39.12,180195.78,41.044,189541.98,2.734,0.564,13135.802,2714.026,4689,39.434,181830.15,1,0,H&MXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 12 & 15
201,22.49,135119.92,24.92,149719.36,3.005,0.63,18046.915,3797.035,6008,23.275,139836.2,1,0,H&MXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 19A
202,30.67,37080.03,32.295,39044.655,12.185,3.05,14727.78,3690.985,1209,32.4,39171.6,1,0,H&MXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 19B
203,38.672,62648.64,39.286,63643.32,4.682,1.536,7585.184,2492.838,1620,38.986,63157.32,1,0,H&MXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 20
204,39.12,180195.78,41.044,189541.98,2.734,0.564,13135.802,2714.026,4689,39.434,181830.15,1,0,McDonald'sXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 12 & 15
205,30.404,40650.148,31.382,41957.734,15.898,8.948,21253.262,11961.832,1337,31.84,42570.08,2,1,McDonald'sXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 40
206,30.404,33444.4,31.382,34520.2,19.32,10.874,21253.262,11961.832,1100,31.84,35024,2,1,McDonald'sXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 41
207,30.404,76192.424,31.382,78643.292,8.482,4.774,21253.262,11961.832,2506,31.84,79791.04,2,1,McDonald'sXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 42
208,39.12,180195.78,41.044,189541.98,2.734,0.564,13135.802,2714.026,4689,39.434,181830.15,3,1,MCDONALD'SXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 12 & 15
209,75.15142857,70567.19143,74.90857143,70339.14857,2.777142857,1.301428571,2606.701429,1220.457143,939,76.18571429,71538.38571,1,0,The OpticaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 16
210,75.15142857,70567.19143,74.90857143,70339.14857,2.777142857,1.301428571,2606.701429,1220.457143,939,76.18571429,71538.38571,1,0,MisshaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 16
211,75.15142857,70567.19143,74.90857143,70339.14857,2.777142857,1.301428571,2606.701429,1220.457143,939,76.18571429,71538.38571,1,0,LUSH FreshXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 16
212,56.32222222,34243.91111,56.06,34084.48,2.358888889,1.36,1434.843333,825.7855556,608,56.65555556,34446.57778,6,1,Okashi LanXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 17
213,56.32222222,34243.91111,56.06,34084.48,2.358888889,1.36,1434.843333,825.7855556,608,56.65555556,34446.57778,1,0,OKASHI LANXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 17
214,56.32222222,34243.91111,56.06,34084.48,2.358888889,1.36,1434.843333,825.7855556,608,56.65555556,34446.57778,2,1,AccessorizXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 17
215,70.32833333,65405.35,68.925,64100.25,2.858333333,1.635,2660,1520.28,930,71.07666667,66101.3,1,0,City ChainXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 18
216,59.68125,63848.28375,59.415,63595.83375,4.62625,2.7025,4929.0125,2877.16125,1083.375,60.7775,64995.21,3,1,City ChainXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 59
217,65.005,147301.33,63.635,144196.91,3.06,1.84,6938.275,4162.965,2266,65.83,149170.78,1,0,City ChainXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 65 - 68
218,70.32833333,65405.35,68.925,64100.25,2.858333333,1.635,2660,1520.28,930,71.07666667,66101.3,2,1,TrendylandXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 18
219,70.32833333,65405.35,68.925,64100.25,2.858333333,1.635,2660,1520.28,930,71.07666667,66101.3,3,1,Crabtree &XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 18
220,76.73333333,67371.86667,77.52666667,68068.41333,2.943333333,1.766666667,2584.363333,1550.618333,878,77.52666667,68068.41333,1,0,T.O.Y.C.XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 19
221,76.73333333,67371.86667,77.52666667,68068.41333,2.943333333,1.766666667,2584.363333,1550.618333,878,77.52666667,68068.41333,2,1,T.O.Y.CXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 19
222,76.73333333,67371.86667,77.52666667,68068.41333,2.943333333,1.766666667,2584.363333,1550.618333,878,77.52666667,68068.41333,3,1,LaneigeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 19
223,66.7625,58617.475,66.3075,58217.985,2.83,1.6975,2487.65375,1492.5925,878,67.09875,58912.7025,5,1,EurogogoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 20
224,66.7625,58617.475,66.3075,58217.985,2.83,1.6975,2487.65375,1492.5925,878,67.09875,58912.7025,3,1,The Body SXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 20
225,19.18857143,16847.56571,18.81142857,16516.43429,5.935714286,3.562857143,5213.405714,3128.041429,878,19.42285714,17053.26857,2,1,Uncle RussXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 21
226,19.18857143,16847.56571,18.81142857,16516.43429,5.935714286,3.562857143,5213.405714,3128.041429,878,19.42285714,17053.26857,3,1,食家XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 21
227,19.18857143,16847.56571,18.81142857,16516.43429,5.935714286,3.562857143,5213.405714,3128.041429,878,19.42285714,17053.26857,2,1,Pull and BXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 21
228,45.40714286,39867.47143,45.18142857,39669.29429,5.971428571,3.511428571,5245.151429,3082.185714,878,45.68285714,40109.54857,2,1,Pull and BXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 22
229,39.684,34842.552,40.748,35776.744,7.16,4.186,6288.89,3677.532,878,41.238,36206.964,2,1,Pull and BXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 23
230,42.956,37715.368,42.702,37492.356,7.21,4.326,6330.866,3798.518,878,43.602,38282.556,2,1,Pull and BXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 25
231,31.32833333,51817.06333,30.875,51067.25,3.683333333,2.138333333,6093.003333,3533.991667,1654,32.40666667,53600.62667,2,1,Pull and BXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 26-27
232,45.40714286,39867.47143,45.18142857,39669.29429,5.971428571,3.511428571,5245.151429,3082.185714,878,45.68285714,40109.54857,1,0,Dr. KongXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 22
233,45.40714286,39867.47143,45.18142857,39669.29429,5.971428571,3.511428571,5245.151429,3082.185714,878,45.68285714,40109.54857,4,1,DR. KONG FXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 22
234,39.684,34842.552,40.748,35776.744,7.16,4.186,6288.89,3677.532,878,41.238,36206.964,1,0,Kids KingdXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 23
235,39.684,34842.552,40.748,35776.744,7.16,4.186,6288.89,3677.532,878,41.238,36206.964,1,0,GaronaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 23
236,39.684,34842.552,40.748,35776.744,7.16,4.186,6288.89,3677.532,878,41.238,36206.964,1,0,KardindasXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 23
237,68.022,82034.532,67.04,80850.24,2.832,1.698,3417.284,2050.372,1206,69.828,84212.568,1,0,KardindasXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 28
238,42.956,37715.368,42.702,37492.356,7.21,4.326,6330.866,3798.518,878,43.602,38282.556,3,1,Sanrio GifXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 25
239,31.32833333,51817.06333,30.875,51067.25,3.683333333,2.138333333,6093.003333,3533.991667,1654,32.40666667,53600.62667,3,1,BiemXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 26-27
240,68.022,82034.532,67.04,80850.24,2.832,1.698,3417.284,2050.372,1206,69.828,84212.568,1,0,Aji IchibaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 28
241,68.022,82034.532,67.04,80850.24,2.832,1.698,3417.284,2050.372,1206,69.828,84212.568,1,0,ContexXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 28
242,68.022,82034.532,67.04,80850.24,2.832,1.698,3417.284,2050.372,1206,69.828,84212.568,1,0,h2O+ andXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 28
243,68.022,82034.532,67.04,80850.24,2.832,1.698,3417.284,2050.372,1206,69.828,84212.568,1,0,KIKO MILANXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 28
244,65.03333333,45133.13333,65.86166667,45707.99667,3.095,1.856666667,2148.146667,1288.89,694,66.785,46348.79,2,1,Slazenger XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 29
245,65.03333333,45133.13333,65.86166667,45707.99667,3.095,1.856666667,2148.146667,1288.89,694,66.785,46348.79,1,0,JJ ManiaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 29
246,33.85,47734.26875,34.61875,49016.16875,4.38875,1.9975,7811.7275,3370.8625,1449.5,34.97,49787.59,3,1,JJ ManiaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 49
247,58.58,34972.26,58.73333333,35063.8,2.783333333,1.67,1662.616667,997.57,597,60.66333333,36216.01,1,0,JJ ManiaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 66
248,65.03333333,45133.13333,65.86166667,45707.99667,3.095,1.856666667,2148.146667,1288.89,694,66.785,46348.79,1,0,LidsXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 29
249,65.03333333,45133.13333,65.86166667,45707.99667,3.095,1.856666667,2148.146667,1288.89,694,66.785,46348.79,1,0,Anumi skinXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 29
250,65.03333333,45133.13333,65.86166667,45707.99667,3.095,1.856666667,2148.146667,1288.89,694,66.785,46348.79,1,0,anumiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 29
251,61.136,70061.856,60.314,69119.844,2.738,1.514,3135.802,1737.286,1146,62.378,71485.188,1,0,FablesXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 30
252,61.136,70061.856,60.314,69119.844,2.738,1.514,3135.802,1737.286,1146,62.378,71485.188,1,0,EyedonistXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 30
253,61.136,70061.856,60.314,69119.844,2.738,1.514,3135.802,1737.286,1146,62.378,71485.188,1,0,C.P.U.XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 30
254,61.136,70061.856,60.314,69119.844,2.738,1.514,3135.802,1737.286,1146,62.378,71485.188,2,1,PANDORAXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 30
255,47.17,86604.12,47.10333333,86481.72,2.355,1.341666667,4320.988333,2460.905,1836,48.155,88412.58,1,0,Trendy LanXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 31-32
256,47.17,86604.12,47.10333333,86481.72,2.355,1.341666667,4320.988333,2460.905,1836,48.155,88412.58,1,0,TrendyLandXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 31-32
257,47.17,86604.12,47.10333333,86481.72,2.355,1.341666667,4320.988333,2460.905,1836,48.155,88412.58,3,1,越棧XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 31-32
258,47.17,86604.12,47.10333333,86481.72,2.355,1.341666667,4320.988333,2460.905,1836,48.155,88412.58,1,0,"MANGO, ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX",G 31-32
259,47.1225,105365.91,45.145,100944.22,2.2725,1.3625,5083.3325,3050,2236,48.34,108088.24,1,0,"MANGO, ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX",G 33 & 35
260,47.1225,105365.91,45.145,100944.22,2.2725,1.3625,5083.3325,3050,2236,48.34,108088.24,1,0,Vietnam DeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 33 & 35
261,47.1225,105365.91,45.145,100944.22,2.2725,1.3625,5083.3325,3050,2236,48.34,108088.24,1,0,YummyXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 33 & 35
262,47.1225,105365.91,45.145,100944.22,2.2725,1.3625,5083.3325,3050,2236,48.34,108088.24,1,0,Hita SobaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 33 & 35
263,46.60571429,26565.25714,46.80714286,26680.07143,5.552857143,3.267142857,3164.022857,1861.73,570,47.51857143,27085.58571,1,0,Blue MountXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 36
264,46.60571429,26565.25714,46.80714286,26680.07143,5.552857143,3.267142857,3164.022857,1861.73,570,47.51857143,27085.58571,3,1,Marsino NoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 36
265,44.12428571,38741.12286,44.17285714,38783.76857,3.668571429,2.135714286,3222.222857,1873.37,878,44.87857143,39403.38571,3,1,Marsino NoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 37
266,46.60571429,26565.25714,46.80714286,26680.07143,5.552857143,3.267142857,3164.022857,1861.73,570,47.51857143,27085.58571,2,1,G2000XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 36
267,44.12428571,38741.12286,44.17285714,38783.76857,3.668571429,2.135714286,3222.222857,1873.37,878,44.87857143,39403.38571,2,1,G2000XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 37
268,84.29833333,109685.29,84.3,109849.3533,3.57,2.141666667,4738.435,2843.073333,1294.666667,86.10833333,112114.8433,1,0,G2000XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08A
269,46.60571429,26565.25714,46.80714286,26680.07143,5.552857143,3.267142857,3164.022857,1861.73,570,47.51857143,27085.58571,1,0,LEOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 36
270,44.12428571,38741.12286,44.17285714,38783.76857,3.668571429,2.135714286,3222.222857,1873.37,878,44.87857143,39403.38571,1,0,LEOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 37
271,44.12428571,38741.12286,44.17285714,38783.76857,3.668571429,2.135714286,3222.222857,1873.37,878,44.87857143,39403.38571,1,0,MicroboXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 37
272,45.10833333,39605.11667,43.39833333,38103.73667,5.981666667,3.588333333,5251.026667,3150.616667,878,45.77666667,40191.91333,3,1,BAABXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 38
273,45.10833333,80743.91667,43.39833333,77683.01667,2.935,1.76,5251.026667,3150.616667,1790,45.77666667,81940.23333,3,1,BAABXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 39
274,45.10833333,39605.11667,43.39833333,38103.73667,5.981666667,3.588333333,5251.026667,3150.616667,878,45.77666667,40191.91333,3,1,BossiniXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 38
275,45.10833333,80743.91667,43.39833333,77683.01667,2.935,1.76,5251.026667,3150.616667,1790,45.77666667,81940.23333,3,1,BossiniXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 39
276,33.85,47734.26875,34.61875,49016.16875,4.38875,1.9975,7811.7275,3370.8625,1449.5,34.97,49787.59,2,1,BossiniXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 49
277,60.06166667,134171.4533,61.515,137566.5867,2.828333333,1.095,6285.488333,2334.925,2279.166667,61.77666667,138007.4467,2,1,BossiniXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 63A
278,30.404,40650.148,31.382,41957.734,15.898,8.948,21253.262,11961.832,1337,31.84,42570.08,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 40
279,30.404,33444.4,31.382,34520.2,19.32,10.874,21253.262,11961.832,1100,31.84,35024,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 41
