,Average Eff PSF,Average Eff. Rental,Average Face PSF,Average Face Rental,Average Govt Rates PSF/ Mth,Average Govt Rent PSF/ Mth,Average Govt. Rates/ Mth,Average Govt. Rent/ Mth,Average MFA,Average Net PSF,Average Net Rental,Count,Label,Trade Name,Unit
280,30.404,76192.424,31.382,78643.292,8.482,4.774,21253.262,11961.832,2506,31.84,79791.04,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 42
281,21.72333333,43033.92333,23.66333333,46877.06333,14.28333333,8.57,28294.53333,16976.71667,1981,23.66333333,46877.06333,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 43A
282,21.72333333,86480.59,23.66333333,94203.73,7.106666667,4.266666667,28294.53333,16976.71667,3981,23.66333333,94203.73,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 43B
283,25.832,85646.238,26.704,84893.386,22.554,13.184,28108.078,14822.178,2835.2,27.262,88160.476,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 46
284,26.265,37624.205,26.975,38265.875,18.43,11.0575,24551.95,14731.1675,1384.5,28.13,40185.485,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 32
285,28.936,41430.684,29.458,41878.24,15.138,9.082,20204.786,12122.844,1393.6,30.75,43940.168,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 33
286,30.422,30728.196,30.81,30315.084,28.386,17.032,20086.004,12051.6,912,32.348,32442.054,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 35
287,28.788,30452.038,28.966,30825.55,18.644,11.186,20079.486,12047.716,1079,30.504,32302.194,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 36
288,25.482,48212.672,26.254,49641.784,9.698,5.818,18179.288,10907.572,1888.4,27.774,52549.544,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 37
289,24.495,45786.6675,24.44125,45467.05625,7.58,4.54875,13047.17875,7828.3075,1856.75,25.31625,47188.18125,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 39
290,21.72333333,28414.12,23.66333333,30951.64,21.63,12.98,28294.53333,16976.71667,1308,23.66333333,30951.64,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 41
291,21.72333333,48052.01333,23.66333333,52343.29333,12.79333333,7.673333333,28294.53333,16976.71667,2212,23.66333333,52343.29333,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 42
292,21.72333333,44815.23667,23.66333333,48817.45667,13.71333333,8.23,28294.53333,16976.71667,2063,23.66333333,48817.45667,1,0,Prime HarvXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 43
293,30.404,40650.148,31.382,41957.734,15.898,8.948,21253.262,11961.832,1337,31.84,42570.08,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 40
294,30.404,33444.4,31.382,34520.2,19.32,10.874,21253.262,11961.832,1100,31.84,35024,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 41
295,30.404,76192.424,31.382,78643.292,8.482,4.774,21253.262,11961.832,2506,31.84,79791.04,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 42
296,21.72333333,43033.92333,23.66333333,46877.06333,14.28333333,8.57,28294.53333,16976.71667,1981,23.66333333,46877.06333,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 43A
297,21.72333333,86480.59,23.66333333,94203.73,7.106666667,4.266666667,28294.53333,16976.71667,3981,23.66333333,94203.73,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 43B
298,25.832,85646.238,26.704,84893.386,22.554,13.184,28108.078,14822.178,2835.2,27.262,88160.476,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 46
299,16.62545455,8695.112727,16.81181818,8792.580909,6.406363636,3.842727273,3349.926364,2009.955455,1003.454545,16.81181818,8792.580909,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 47
300,26.265,37624.205,26.975,38265.875,18.43,11.0575,24551.95,14731.1675,1384.5,28.13,40185.485,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 32
301,28.936,41430.684,29.458,41878.24,15.138,9.082,20204.786,12122.844,1393.6,30.75,43940.168,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 33
302,30.422,30728.196,30.81,30315.084,28.386,17.032,20086.004,12051.6,912,32.348,32442.054,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 35
303,28.788,30452.038,28.966,30825.55,18.644,11.186,20079.486,12047.716,1079,30.504,32302.194,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 36
304,25.482,48212.672,26.254,49641.784,9.698,5.818,18179.288,10907.572,1888.4,27.774,52549.544,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 37
305,41.93333333,88518.60333,41.29,87009.3,6.928333333,4.156666667,13952.37,8371.42,2068,43.86333333,92559.98,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 38
306,24.495,45786.6675,24.44125,45467.05625,7.58,4.54875,13047.17875,7828.3075,1856.75,25.31625,47188.18125,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 39
307,22.68,153929.16,24.73,167842.51,4.845,2.91,32886.245,19731.74,6787,24.73,167842.51,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 40A
308,21.72333333,28414.12,23.66333333,30951.64,21.63,12.98,28294.53333,16976.71667,1308,23.66333333,30951.64,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 41
309,21.72333333,48052.01333,23.66333333,52343.29333,12.79333333,7.673333333,28294.53333,16976.71667,2212,23.66333333,52343.29333,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 42
310,21.72333333,44815.23667,23.66333333,48817.45667,13.71333333,8.23,28294.53333,16976.71667,2063,23.66333333,48817.45667,1,0,Full Fair XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 43
311,30.404,40650.148,31.382,41957.734,15.898,8.948,21253.262,11961.832,1337,31.84,42570.08,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 40
312,30.404,33444.4,31.382,34520.2,19.32,10.874,21253.262,11961.832,1100,31.84,35024,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 41
313,30.404,76192.424,31.382,78643.292,8.482,4.774,21253.262,11961.832,2506,31.84,79791.04,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 42
314,21.72333333,43033.92333,23.66333333,46877.06333,14.28333333,8.57,28294.53333,16976.71667,1981,23.66333333,46877.06333,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 43A
315,21.72333333,86480.59,23.66333333,94203.73,7.106666667,4.266666667,28294.53333,16976.71667,3981,23.66333333,94203.73,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 43B
316,25.832,85646.238,26.704,84893.386,22.554,13.184,28108.078,14822.178,2835.2,27.262,88160.476,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 46
317,16.62545455,8695.112727,16.81181818,8792.580909,6.406363636,3.842727273,3349.926364,2009.955455,1003.454545,16.81181818,8792.580909,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 47
318,30.45,15925.35,31.81,16636.63,2.52,1.413333333,1316.87,740.74,523,31.98333333,16727.28333,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 48A
319,30.04333333,15712.66333,30.78666667,16101.42667,2.756666667,1.65,1440.326667,864.1966667,523,31.10333333,16267.04333,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 48B
320,33.85,47734.26875,34.61875,49016.16875,4.38875,1.9975,7811.7275,3370.8625,1449.5,34.97,49787.59,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 49
321,40.692,50584.386,41.036,50057.558,6.12,2.962,12241.976,5302.518,1447,42.208,51966.184,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 50
322,25.40222222,61447.97556,24.71,59773.49,1.316666667,0.7622222222,3183.211111,1843.775556,2419,25.84777778,62525.77444,3,1,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 73B
323,57.00444444,54553.25333,58.41111111,55899.43333,3.466666667,1.878888889,3319.616667,1798.628889,957,58.45111111,55937.71333,3,1,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 75
324,26.265,37624.205,26.975,38265.875,18.43,11.0575,24551.95,14731.1675,1384.5,28.13,40185.485,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 32
325,28.936,41430.684,29.458,41878.24,15.138,9.082,20204.786,12122.844,1393.6,30.75,43940.168,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 33
326,30.422,30728.196,30.81,30315.084,28.386,17.032,20086.004,12051.6,912,32.348,32442.054,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 35
327,28.788,30452.038,28.966,30825.55,18.644,11.186,20079.486,12047.716,1079,30.504,32302.194,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 36
328,25.482,48212.672,26.254,49641.784,9.698,5.818,18179.288,10907.572,1888.4,27.774,52549.544,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 37
329,41.93333333,88518.60333,41.29,87009.3,6.928333333,4.156666667,13952.37,8371.42,2068,43.86333333,92559.98,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 38
330,24.495,45786.6675,24.44125,45467.05625,7.58,4.54875,13047.17875,7828.3075,1856.75,25.31625,47188.18125,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 39
331,22.68,153929.16,24.73,167842.51,4.845,2.91,32886.245,19731.74,6787,24.73,167842.51,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 40A
332,21.72333333,28414.12,23.66333333,30951.64,21.63,12.98,28294.53333,16976.71667,1308,23.66333333,30951.64,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 41
333,21.72333333,48052.01333,23.66333333,52343.29333,12.79333333,7.673333333,28294.53333,16976.71667,2212,23.66333333,52343.29333,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 42
334,21.72333333,44815.23667,23.66333333,48817.45667,13.71333333,8.23,28294.53333,16976.71667,2063,23.66333333,48817.45667,1,0,Best ProfiXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 43
335,31.995,39193.875,31.265,38299.625,22.715,9.46,27828.395,11590.37,1225,32.66,40008.5,2,1,Marks & SpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 43
336,23.34833333,128072.3883,23.44666667,130781.1433,7.2,2.88,14280.24667,4864.28,6414.333333,23.57,128382.0567,2,1,Marks & SpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 45
337,25.832,85646.238,26.704,84893.386,22.554,13.184,28108.078,14822.178,2835.2,27.262,88160.476,2,1,Marks & SpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 46
338,31.995,156263.58,31.265,152698.26,5.7,2.375,27828.395,11590.37,4884,32.66,159511.44,2,1,Marks & SpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 48
339,33.85,47734.26875,34.61875,49016.16875,4.38875,1.9975,7811.7275,3370.8625,1449.5,34.97,49787.59,2,1,Marks & SpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 49
340,40.692,50584.386,41.036,50057.558,6.12,2.962,12241.976,5302.518,1447,42.208,51966.184,2,1,Marks & SpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 50
341,23.34833333,128072.3883,23.44666667,130781.1433,7.2,2.88,14280.24667,4864.28,6414.333333,23.57,128382.0567,4,1,Jumpin GymXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 45
342,16.62545455,8695.112727,16.81181818,8792.580909,6.406363636,3.842727273,3349.926364,2009.955455,1003.454545,16.81181818,8792.580909,4,1,Lucky ChamXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 47
343,40.166,40423.888,38.586,38547.528,4.478,2.654,4159.754,2470.724,862,41.45,41726.28,1,0,Lucky ChamXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 31
344,16.62545455,8695.112727,16.81181818,8792.580909,6.406363636,3.842727273,3349.926364,2009.955455,1003.454545,16.81181818,8792.580909,5,1,Olympian CXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 47
345,0,0,0,0,0,0,0,0,1504,0,0,5,1,Olympian CXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 72C (P)
346,30.45,15925.35,31.81,16636.63,2.52,1.413333333,1316.87,740.74,523,31.98333333,16727.28333,1,0,PepcoXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 48A
347,30.45,15925.35,31.81,16636.63,2.52,1.413333333,1316.87,740.74,523,31.98333333,16727.28333,1,0,Tiffany H&XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 48A
348,30.04333333,15712.66333,30.78666667,16101.42667,2.756666667,1.65,1440.326667,864.1966667,523,31.10333333,16267.04333,1,0,Tiffany H&XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 48B
349,30.04333333,15712.66333,30.78666667,16101.42667,2.756666667,1.65,1440.326667,864.1966667,523,31.10333333,16267.04333,1,0,Japan YarnXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 48B
350,40.692,50584.386,41.036,50057.558,6.12,2.962,12241.976,5302.518,1447,42.208,51966.184,1,0,Amante GelXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 50
351,40.692,50584.386,41.036,50057.558,6.12,2.962,12241.976,5302.518,1447,42.208,51966.184,1,0,Sogni KidsXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 50
352,63.89166667,70791.96667,63.99833333,70910.15333,2.313333333,1.09,2559.671667,1209.876667,1108,65.77833333,72882.39333,1,0,KingkowXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 51
353,63.89166667,70791.96667,63.99833333,70910.15333,2.313333333,1.09,2559.671667,1209.876667,1108,65.77833333,72882.39333,2,1,KINGKOWXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 51
354,63.89166667,70791.96667,63.99833333,70910.15333,2.313333333,1.09,2559.671667,1209.876667,1108,65.77833333,72882.39333,1,0,DiadoraXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 51
355,63.89166667,70791.96667,63.99833333,70910.15333,2.313333333,1.09,2559.671667,1209.876667,1108,65.77833333,72882.39333,1,0,Tom TailorXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 51
356,63.89166667,70791.96667,63.99833333,70910.15333,2.313333333,1.09,2559.671667,1209.876667,1108,65.77833333,72882.39333,1,0,Brand OffXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 51
357,49.55875,18832.325,49.335,18747.3,1.9625,1.28375,745.92625,488.64125,380,49.82125,18932.075,1,0,The GoddesXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 52
358,49.55875,18832.325,49.335,18747.3,1.9625,1.28375,745.92625,488.64125,380,49.82125,18932.075,3,1,THE GODDESXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 52
359,49.26,75072.24,48.84,74432.16,2.44,0.49,3721.48,744.36,1524,50.89,77556.36,1,0,:CHOCOOLATXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 53
360,48.51,149459.31,48.09,148165.29,2.4,1.44,7407.41,4444.44,3081,50.49,155559.69,1,0,QuiksilverXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 53 & 55
361,46.7575,78889.8325,45.6425,77151.6675,1.8875,1.0375,3159.6225,1725.4225,1715.25,47.65,80279.455,2,1,rbtXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 55
362,46.7575,78889.8325,45.6425,77151.6675,1.8875,1.0375,3159.6225,1725.4225,1715.25,47.65,80279.455,1,0,RBTXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 55
363,48.14833333,56526.14333,47.14833333,55352.14333,5.135,2.975,6028.805,3492.18,1174,48.47666667,56911.60667,4,1,Hui Lau ShXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 56
364,39.975,112369.725,38.755,108940.305,3.025,1.8175,8506.1725,5103.7025,2811,40.4725,113768.1975,1,0,YUE MIC KAXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 57-58
365,37.31,147113.33,37.07818182,146199.2709,2.095454545,1.218181818,8270.429091,4798.42,3943,37.59272727,148228.1236,1,0,KFC / KentXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 59-60
366,37.31,147113.33,37.07818182,146199.2709,2.095454545,1.218181818,8270.429091,4798.42,3943,37.59272727,148228.1236,4,1,KFCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 59-60
367,37.31,147113.33,37.07818182,146199.2709,2.095454545,1.218181818,8270.429091,4798.42,3943,37.59272727,148228.1236,3,1,Kentucky FXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 59-60
368,66.38285714,94927.48571,65.95571429,94316.67143,3.792857143,1.881428571,5425.89,2689.75,1430,67.00571429,95818.17143,3,1,MirabellXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 61-62A
369,65.48166667,119765.9683,64.40166667,117790.6483,2.773333333,1.665,5069.96,3041.975,1829,66.01,120732.29,3,1,MirabellXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 17
370,66.38285714,94927.48571,65.95571429,94316.67143,3.792857143,1.881428571,5425.89,2689.75,1430,67.00571429,95818.17143,3,1,TimberlandXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 61-62A
371,61.44857143,35025.68571,61.28285714,34931.22857,7.12,4.182857143,4058.341429,2384.917143,570,62.85428571,35826.94286,2,1,TimberlandXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 62B
372,66.38285714,94927.48571,65.95571429,94316.67143,3.792857143,1.881428571,5425.89,2689.75,1430,67.00571429,95818.17143,1,0,n/aXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 61-62A
373,61.44857143,35025.68571,61.28285714,34931.22857,7.12,4.182857143,4058.341429,2384.917143,570,62.85428571,35826.94286,1,0,n/aXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 62B
374,61.44857143,35025.68571,61.28285714,34931.22857,7.12,4.182857143,4058.341429,2384.917143,570,62.85428571,35826.94286,1,0,ArteXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 62B
375,61.44857143,35025.68571,61.28285714,34931.22857,7.12,4.182857143,4058.341429,2384.917143,570,62.85428571,35826.94286,1,0,QueenXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 62B
376,61.44857143,35025.68571,61.28285714,34931.22857,7.12,4.182857143,4058.341429,2384.917143,570,62.85428571,35826.94286,1,0,white loveXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 62B
377,61.44857143,35025.68571,61.28285714,34931.22857,7.12,4.182857143,4058.341429,2384.917143,570,62.85428571,35826.94286,1,0,White LoveXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 62B
378,92.06875,38116.4625,92.61625,38343.1275,4.2125,2.285,1743.8275,945.06,414,93.43125,38680.5375,3,1,Arome BakeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 63
379,92.06875,38116.4625,92.61625,38343.1275,4.2125,2.285,1743.8275,945.06,414,93.43125,38680.5375,2,1,Tie RackXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 63
380,92.06875,38116.4625,92.61625,38343.1275,4.2125,2.285,1743.8275,945.06,414,93.43125,38680.5375,3,1,Just 925XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 63
381,36.89,55814.57,37.79,57176.27,1.5,0.3,2271.6,454.32,1513,36.89,55814.57,1,0,DelifranceXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 65(P)-66
382,69.46833333,105105.5883,68.44166667,103552.2417,6.375,2.513333333,9646.091667,3802.468333,1513,70.31,106379.03,3,1,Colourmix XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 65-66
383,67.38714286,82886.18571,66.69428571,82033.97143,7.032857143,2.71,8649.031429,3335.448571,1230,68.10857143,83773.54286,3,1,Colourmix XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 67
384,69.46833333,105105.5883,68.44166667,103552.2417,6.375,2.513333333,9646.091667,3802.468333,1513,70.31,106379.03,3,1,DG LifestyXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 65-66
385,67.38714286,82886.18571,66.69428571,82033.97143,7.032857143,2.71,8649.031429,3335.448571,1230,68.10857143,83773.54286,3,1,DG LifestyXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 67
386,67.38714286,82886.18571,66.69428571,82033.97143,7.032857143,2.71,8649.031429,3335.448571,1230,68.10857143,83773.54286,1,0,The Bank oXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 67
387,32.76333333,71001.70667,32.59333333,70627.02667,2.366666667,0.1066666667,4905.35,237.0366667,2114.666667,33.16333333,71883.30667,2,1,The Bank oXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 45
388,42.4575,71923.005,43.4525,73608.535,2.5675,0.8175,4351.8525,1383.95,1694,43.7525,74116.735,2,1,The Bank oXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 46
389,47.294,68481.712,48.81,70676.88,2.962,1.098,4286.42,1590.124,1448,48.978,70920.144,2,1,The Bank oXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 47
390,81.614,48805.172,79.468,47521.864,6.346,3.806,3794.568,2276.74,598,82.348,49244.104,1,0,7-11XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 68
391,81.614,48805.172,79.468,47521.864,6.346,3.806,3794.568,2276.74,598,82.348,49244.104,2,1,7-ElevenXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 68
392,67.33666667,58515.56333,66.98222222,58207.55111,2.906666667,1.744444444,2524.006667,1514.403333,869,68.06333333,59147.03667,2,1,7-ElevenXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 02C
393,81.614,48805.172,79.468,47521.864,6.346,3.806,3794.568,2276.74,598,82.348,49244.104,1,0,7-elevenXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 68
394,81.614,48805.172,79.468,47521.864,6.346,3.806,3794.568,2276.74,598,82.348,49244.104,1,0,HABITU allXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 68
395,71.97875,126034.7913,71.19875,124669.0113,3.70875,2.22625,6494.44,3896.6675,1751,73.1525,128090.0275,1,0,HABITU allXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 69
396,71.97875,126034.7913,71.19875,124669.0113,3.70875,2.22625,6494.44,3896.6675,1751,73.1525,128090.0275,1,0,Bread TalkXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 69
397,71.97875,126034.7913,71.19875,124669.0113,3.70875,2.22625,6494.44,3896.6675,1751,73.1525,128090.0275,5,1,BreadTalkXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 69
398,71.97875,126034.7913,71.19875,124669.0113,3.70875,2.22625,6494.44,3896.6675,1751,73.1525,128090.0275,1,0,Natural BeXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 69
399,53.26333333,90211.62333,51.95,84877.01,2.173333333,0.6166666667,3922.13,1827.256667,1649,53.68333333,91648.44333,2,1,Photo 2000XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70
400,53.26333333,90211.62333,51.95,84877.01,2.173333333,0.6166666667,3922.13,1827.256667,1649,53.68333333,91648.44333,1,0,BEP VietnaXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70
401,81.485,47098.33,82.4475,47654.655,3.8675,2.32,2234.5675,1340.74,578,84.925,49086.65,1,0,TBCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70A
402,80.41666667,40935.64833,80.9,41155.285,3.603333333,2.161666667,1849.848333,1109.941667,541.5,82.34333333,41949.93167,1,0,TBCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 08E
403,58.58,34972.26,58.73333333,35063.8,2.783333333,1.67,1662.616667,997.57,597,60.66333333,36216.01,1,0,TBCXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,UG 66
404,81.485,47098.33,82.4475,47654.655,3.8675,2.32,2234.5675,1340.74,578,84.925,49086.65,1,0,Ying Kee TXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70A
405,81.485,47098.33,82.4475,47654.655,3.8675,2.32,2234.5675,1340.74,578,84.925,49086.65,1,0,Twelve CupXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70A
406,112.272,20770.32,113.182,20938.67,5.15,3.088,952.592,571.554,185,115.674,21399.69,1,0,恆隆白洋舍XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70B
407,112.272,20770.32,113.182,20938.67,5.15,3.088,952.592,571.554,185,115.674,21399.69,2,1,恒隆白洋舍XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70B
408,112.272,20770.32,113.182,20938.67,5.15,3.088,952.592,571.554,185,115.674,21399.69,1,0,Clean LiviXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70B
409,112.272,20770.32,113.182,20938.67,5.15,3.088,952.592,571.554,185,115.674,21399.69,1,0,Noah CasteXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 70B
410,267.7185714,240143.5586,266.4357143,238992.8357,5.944285714,3.567142857,5333.332857,3200.001429,897,267.7185714,240143.5586,3,1,Ricacorp PXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 71
411,380.61,199820.25,378.2583333,198585.625,12.995,7.798333333,6823.046667,4093.828333,525,380.61,199820.25,3,1,Ricacorp PXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 77B
412,267.7185714,240143.5586,266.4357143,238992.8357,5.944285714,3.567142857,5333.332857,3200.001429,897,267.7185714,240143.5586,4,1,RicacorpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 71
413,380.61,199820.25,378.2583333,198585.625,12.995,7.798333333,6823.046667,4093.828333,525,380.61,199820.25,3,1,RicacorpXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,G 77B
